24.39; 59.6; 2023-12-15 14:24:36.738998
25.65; 59.9; 2023-12-15 14:24:41.447264
25.43; 59.44; 2023-12-15 14:24:46.132271
25.75; 60.1; 2023-12-15 14:24:56.410229
25.25; 59.9; 2023-12-15 14:24:56.471111
24.94; 59.69; 2023-12-15 14:27:49.033491
25.67; 60.2; 2023-12-15 14:27:53.640399
24.94; 60.56; 2023-12-15 14:27:58.407380
25.84; 59.44; 2023-12-15 14:28:03.061343
25.82; 59.52; 2023-12-15 14:28:07.655265
25.38; 60.25; 2023-12-15 14:28:12.264167
24.54; 59.39; 2023-12-16 14:32:24.976877
24.03; 60.72; 2023-12-16 14:32:27.083289
25.44; 60.81; 2023-12-16 14:32:29.259904
24.65; 59.99; 2023-12-16 14:32:31.048034
22.1; 43.1; 2023-12-21 10:19:55.835296
22.1; 43.2; 2023-12-21 10:20:05.830320
22.2; 43.0; 2023-12-21 10:20:15.605837
22.2; 43.0; 2023-12-21 10:20:25.657212
22.2; 43.1; 2023-12-21 10:20:35.693300
22.2; 42.6; 2023-12-21 10:20:45.718962
22.3; 42.6; 2023-12-21 10:20:55.894253
22.3; 42.7; 2023-12-21 10:21:05.849420
22.3; 42.8; 2023-12-21 10:29:47.004045
22.3; 42.7; 2023-12-21 10:29:57.279838
17.9; 36.2; 2023-12-24 09:26:06.138415
17.9; 36.6; 2023-12-24 09:26:16.175213
18.0; 36.5; 2023-12-24 09:26:26.219039
18.0; 36.3; 2023-12-24 09:26:36.302058
18.0; 36.2; 2023-12-24 09:26:49.103793
18.0; 36.2; 2023-12-24 09:26:56.667779
18.1; 36.1; 2023-12-24 09:27:06.355845
18.1; 36.3; 2023-12-24 09:27:16.313194
18.1; 36.2; 2023-12-24 09:27:26.213095
18.1; 36.2; 2023-12-24 09:27:36.382139
18.1; 36.3; 2023-12-24 09:27:46.300366
18.2; 36.1; 2023-12-24 09:27:56.461910
18.2; 36.0; 2023-12-24 09:28:06.384174
18.2; 35.7; 2023-12-24 09:28:16.408247
18.2; 35.6; 2023-12-24 09:28:26.418258
18.3; 45.2; 2023-12-24 09:28:37.059980
18.3; 45.8; 2023-12-24 09:28:46.498081
18.3; 43.1; 2023-12-24 09:28:57.141034
18.3; 40.9; 2023-12-24 09:29:06.814512
18.3; 39.5; 2023-12-24 09:29:16.933094
18.2; 38.1; 2023-12-24 09:29:26.863363
18.2; 37.2; 2023-12-24 09:29:36.855339
18.2; 36.4; 2023-12-24 09:29:46.774550
18.2; 36.2; 2023-12-24 09:29:56.864931
18.2; 35.9; 2023-12-24 09:30:06.918259
18.2; 35.8; 2023-12-24 09:30:16.944121
18.3; 35.7; 2023-12-24 09:30:26.938468
18.3; 35.9; 2023-12-24 09:30:36.902399
18.3; 35.9; 2023-12-24 09:30:46.939733
18.3; 35.7; 2023-12-24 09:30:57.914718
18.3; 35.6; 2023-12-24 09:31:07.329788
18.3; 35.7; 2023-12-24 09:31:17.363935
18.3; 35.7; 2023-12-24 09:31:27.588151
18.3; 35.6; 2023-12-24 09:31:37.417656
18.3; 35.6; 2023-12-24 09:31:47.166785
18.4; 35.5; 2023-12-24 09:31:57.284376
18.4; 35.2; 2023-12-24 09:32:07.206855
18.4; 35.1; 2023-12-24 09:32:17.397551
18.4; 35.0; 2023-12-24 09:32:27.404479
18.4; 34.8; 2023-12-24 09:32:37.634579
18.4; 34.5; 2023-12-24 09:32:47.452153
18.4; 34.4; 2023-12-24 09:32:57.696296
18.4; 34.3; 2023-12-24 09:33:07.648837
18.4; 34.0; 2023-12-24 09:33:17.971205
18.4; 34.1; 2023-12-24 09:33:27.925223
18.4; 34.0; 2023-12-24 09:33:38.031184
18.4; 33.8; 2023-12-24 09:33:48.067786
18.4; 33.8; 2023-12-24 09:33:57.980035
18.4; 33.9; 2023-12-24 09:34:08.047227
